ⲥⲉⲥⲱⲧⲙ	ⲥⲉ|ⲥⲱⲧⲙ
ϫⲉϥⲙⲉ	ϫⲉ|ϥ|ⲙⲉ
ⲙⲙⲟϥ	ⲙⲙⲟ|ϥ
ⲉⲙⲁⲧⲉ	ⲉⲙⲁⲧⲉ
·	·
ⲧⲁⲓ	ⲧⲁⲓ
ⲟⲛ	ⲟⲛ
ⲧⲉ	ⲧⲉ
ⲧϩⲉ	ⲧ|ϩⲉ
ⲙⲁⲣⲛⲡⲁⲓⲇⲉⲩⲉ	ⲙⲁⲣ|ⲛ|ⲡⲁⲓⲇⲉⲩⲉ
ⲙⲙⲟⲛ	ⲙⲙⲟ|ⲛ
ϩⲛⲧϩⲟⲧⲉ	ϩⲛ|ⲧ|ϩⲟⲧⲉ
ⲛⲧϭⲓⲛⲁϩⲉⲣⲁⲧⲛ	ⲛ|ⲧ|ϭⲓⲛⲁϩⲉⲣⲁⲧ|ⲛ
ⲉⲡⲃⲏⲙⲁ	ⲉ|ⲡ|ⲃⲏⲙⲁ
ⲙⲡϫⲟⲉⲓⲥ	ⲙ|ⲡ|ϫⲟⲉⲓⲥ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲙⲁⲣⲛϯⲥⲃⲱ	ⲙⲁⲣ|ⲛ|ϯⲥⲃⲱ
ⲛⲁⲛ	ⲛⲁ|ⲛ
ⲉⲙⲁⲧⲉ	ⲉⲙⲁⲧⲉ
ϩⲙⲡⲣⲡⲙⲉⲉⲩⲉ	ϩⲙ|ⲡ|ⲣ|ⲡ|ⲙⲉⲉⲩⲉ
ⲛⲛⲕⲟⲗⲁⲥⲓⲥ	ⲛ|ⲛ|ⲕⲟⲗⲁⲥⲓⲥ
·	·
ⲉⲛⲟ	ⲉ|ⲛ|ⲟ
ⲁⲛ	ⲁⲛ
ⲛⲁⲧⲥⲟⲟⲩⲛ	ⲛ|ⲁⲧⲥⲟⲟⲩⲛ
ϫⲉⲙⲛϭⲟⲙ	ϫⲉ|ⲙⲛ|ϭⲟⲙ
ⲙⲙⲟⲛ	ⲙⲙⲟ|ⲛ
ⲉϥⲓⲉϩⲣⲁⲓ	ⲉ|ϥⲓ|ⲉϩⲣⲁⲓ
ϩⲁⲧⲉϩⲣⲱ	ϩⲁ|ⲧⲉ|ϩⲣⲱ
ⲛⲕⲱϩⲧ	ⲛ|ⲕⲱϩⲧ
ⲉⲧⲙⲟⲩϩ	ⲉⲧ|ⲙⲟⲩϩ
·	·
ⲙⲛⲟⲩϩⲕⲟ	ⲙⲛ|ⲟⲩ|ϩⲕⲟ
·	·
ⲙⲛⲟⲩⲉⲓⲃⲉ	ⲙⲛ|ⲟⲩ|ⲉⲓⲃⲉ
·	·
ⲙⲛϩⲉⲛⲕⲉⲑⲗⲓⲯⲓⲥ	ⲙⲛ|ϩⲉⲛ|ⲕⲉ|ⲑⲗⲓⲯⲓⲥ
ⲉⲛⲁϣⲱⲟⲩ	ⲉ|ⲛⲁϣⲱ|ⲟⲩ
·	·
ⲁⲛⲁⲩ	ⲁⲛⲁⲩ
ϫⲉⲟⲩⲟⲛ	ϫⲉ|ⲟⲩⲟⲛ
ⲛⲓⲙ	ⲛⲓⲙ
ⲉⲧϫⲓⲥⲃⲱ	ⲉⲧ|ϫⲓⲥⲃⲱ
ⲉϩⲉⲛⲧⲉⲭⲛⲏ	ⲉ|ϩⲉⲛ|ⲧⲉⲭⲛⲏ
ⲉⲩϣⲁⲛⲧⲙⲡⲁⲓⲇⲉⲩⲉ	ⲉⲩϣⲁⲛ|ⲧⲙ|ⲡⲁⲓⲇⲉⲩⲉ
ⲙⲙⲟⲟⲩ	ⲙⲙⲟ|ⲟⲩ
ⲙⲉⲩϫⲱⲕ	ⲙⲉ|ⲩ|ϫⲱⲕ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲛⲛⲉⲩϩⲃⲏⲩⲉ	ⲛ|ⲛⲉⲩ|ϩⲃⲏⲩⲉ
ϩⲛⲟⲩⲥⲟⲟⲩⲧⲛ	ϩⲛ|ⲟⲩ|ⲥⲟⲟⲩⲧⲛ
ⲉⲓⲧⲉ	ⲉⲓⲧⲉ
ⲛⲉⲧϩⲛϩⲉⲛⲁⲛⲍⲏⲃⲉ	ⲛ|ⲉⲧ|ϩⲛ|ϩⲉⲛ|ⲁⲛⲍⲏⲃⲉ
.	.
ⲉⲓⲧⲉ	ⲉⲓⲧⲉ
ⲛϩⲁⲙϣⲉ	ⲛ|ϩⲁⲙϣⲉ
ⲉⲓⲧⲉ	ⲉⲓⲧⲉ
ⲛϩⲁⲙⲕⲗⲗⲉ	ⲛ|ϩⲁⲙⲕⲗⲗⲉ
·	·
ⲉⲓⲧⲉ	ⲉⲓⲧⲉ
ⲛⲕⲉⲧⲉⲭⲛⲏ	ⲛ|ⲕⲉ|ⲧⲉⲭⲛⲏ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
·	·
ⲉⲧⲃⲉⲡⲁⲓ	ⲉⲧⲃⲉ|ⲡⲁⲓ
ϣⲟⲣⲡ	ϣⲟⲣⲡ
ⲙⲉⲛ	ⲙⲉⲛ
ϥⲥⲙⲁⲙⲁⲁⲧ	ϥ|ⲥⲙⲁⲙⲁⲁⲧ
ⲛϭⲓⲡϫⲟⲉⲓⲥ	ⲛϭⲓ|ⲡ|ϫⲟⲉⲓⲥ
ϫⲉϥϯⲥⲃⲱ	ϫⲉ|ϥ|ϯⲥⲃⲱ
ⲛⲁⲛ	ⲛⲁ|ⲛ
ϩⲛϩⲉⲛϩⲓⲥⲉ	ϩⲛ|ϩⲉⲛ|ϩⲓⲥⲉ
ⲙⲛϩⲉⲛⲙⲁⲥⲧⲏⲝ	ⲙⲛ|ϩⲉⲛ|ⲙⲁⲥⲧⲏⲝ
ⲕⲁⲧⲁⲧϩⲉ	ⲕⲁⲧⲁ|ⲧ|ϩⲉ
ⲉⲧⲥⲏϩ	ⲉⲧ|ⲥⲏϩ
ⲉϥⲟⲩⲱϣ	ⲉ|ϥ|ⲟⲩⲱϣ
ⲉⲧⲣⲉⲛⲥⲟⲩⲱⲛϥ	ⲉ|ⲧⲣⲉ|ⲛ|ⲥⲟⲩⲱⲛ|ϥ
ϩⲛⲟⲩⲥⲟⲟⲩⲧⲛ	ϩⲛ|ⲟⲩ|ⲥⲟⲟⲩⲧⲛ
ⲕⲁⲧⲁⲧϩⲉ	ⲕⲁⲧⲁ|ⲧ|ϩⲉ
ⲉⲧⲥⲏϩ	ⲉⲧ|ⲥⲏϩ
ϫⲉⲡⲉⲧⲉⲣⲉⲡϫⲟⲉⲓⲥ	ϫⲉ|ⲡ|ⲉⲧⲉⲣⲉ|ⲡ|ϫⲟⲉⲓⲥ
ⲅⲁⲣ	ⲅⲁⲣ
ⲙⲉ	ⲙⲉ
ⲙⲙⲟϥ	ⲙⲙⲟ|ϥ
ϣⲁϥⲡⲁⲓⲇⲉⲩⲉ	ϣⲁ|ϥ|ⲡⲁⲓⲇⲉⲩⲉ
ⲙⲙⲟϥ	ⲙⲙⲟ|ϥ
ϣⲁϥⲙⲁⲥⲧⲓⲅⲟⲩ	ϣⲁ|ϥ|ⲙⲁⲥⲧⲓⲅⲟⲩ
ⲇⲉ	ⲇⲉ
ⲛϣⲏⲣⲉ	ⲛ|ϣⲏⲣⲉ
ⲛⲓⲙ	ⲛⲓⲙ
ⲉⲧϥⲛⲁϣⲟⲡⲟⲩ	ⲉⲧ|ϥ|ⲛⲁ|ϣⲟⲡ|ⲟⲩ
ⲉⲣⲟϥ	ⲉⲣⲟ|ϥ
·	·
ⲁⲛⲟⲛ	ⲁⲛⲟⲛ
ⲇⲉ	ⲇⲉ
ϩⲱⲱⲛ	ϩⲱⲱ|ⲛ
·	·
ⲙⲁⲣⲛϯⲥⲃⲱ	ⲙⲁⲣ|ⲛ|ϯⲥⲃⲱ
ⲛⲁⲛ	ⲛⲁ|ⲛ
ⲙⲁⲩⲁⲁⲛ	ⲙⲁⲩⲁⲁ|ⲛ
ϩⲛⲧϩⲟⲧⲉ	ϩⲛ|ⲧ|ϩⲟⲧⲉ
ⲙⲡϫⲟⲉⲓⲥ	ⲙ|ⲡ|ϫⲟⲉⲓⲥ
ϫⲉⲕⲁⲥ	ϫⲉⲕⲁⲥ
ⲉⲛⲉ	ⲉⲛⲉ
ⲥⲃⲟ	ⲥⲃⲟ
ⲉⲙⲉⲣⲉⲛⲉⲛⲉⲣⲏⲩ	ⲉ|ⲙⲉⲣⲉ|ⲛⲉⲛ|ⲉⲣⲏⲩ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲛⲧⲛⲙⲟⲟϣⲉ	ⲛ|ⲧⲛ|ⲙⲟⲟϣⲉ
ϩⲛⲟⲩⲉⲓⲣⲏⲛⲏ	ϩⲛ|ⲟⲩ|ⲉⲓⲣⲏⲛⲏ
ϩⲓⲟⲩⲥⲟⲛ	ϩⲓ|ⲟⲩ|ⲥⲟⲛ
·	·
ⲙⲛⲛⲥⲁⲡⲁⲓ	ⲙⲛⲛⲥⲁ|ⲡⲁⲓ
ⲙⲁⲣⲛⲡⲁⲓⲇⲉⲩⲉ	ⲙⲁⲣ|ⲛ|ⲡⲁⲓⲇⲉⲩⲉ
ⲛⲛϣⲏⲣⲉ	ⲛ|ⲛ|ϣⲏⲣⲉ
ϣⲏⲙ	ϣⲏⲙ
ⲙⲛⲛϣⲉⲉⲣⲉ	ⲙⲛ|ⲛ|ϣⲉⲉⲣⲉ
ϣⲏⲙ	ϣⲏⲙ
ⲉⲧⲛϩⲏⲧⲛ	ⲉⲧ|ⲛϩⲏⲧ|ⲛ
ϩⲛⲟⲩϭⲉⲣⲱⲃ	ϩⲛ|ⲟⲩ|ϭⲉⲣⲱⲃ
·	·
ϫⲉⲕⲁⲥ	ϫⲉⲕⲁⲥ
ⲉⲩⲉⲥⲃⲟ	ⲉⲩⲉ|ⲥⲃⲟ
ⲉⲣϩⲟⲧⲉ	ⲉ|ⲣϩⲟⲧⲉ
ϩⲏⲧϥ	ϩⲏⲧ|ϥ
ⲙⲡⲛⲟⲩⲧⲉ	ⲙ|ⲡ|ⲛⲟⲩⲧⲉ
ⲛⲥⲉϩⲁⲣⲉϩ	ⲛ|ⲥⲉ|ϩⲁⲣⲉϩ
ⲉⲛⲉϥⲉⲛⲧⲟⲗⲏ	ⲉ|ⲛⲉϥ|ⲉⲛⲧⲟⲗⲏ
ⲉⲧⲣⲉⲩϫⲓⲥⲙⲟⲩ	ⲉ|ⲧⲣⲉ|ⲩ|ϫⲓⲥⲙⲟⲩ
ⲉⲙⲁⲧⲉ	ⲉⲙⲁⲧⲉ
ϩⲱⲥ	ϩⲱⲥ
ⲣⲱⲙⲉ	ⲣⲱⲙⲉ
ⲛⲥⲁⲃⲉ	ⲛ|ⲥⲁⲃⲉ
ⲕⲁⲧⲁⲛⲉⲅⲣⲁⲫⲏ	ⲕⲁⲧⲁ|ⲛⲉ|ⲅⲣⲁⲫⲏ
·	·
ϩⲉⲛⲥⲩⲛⲁⲅⲱⲅⲏ	ϩⲉⲛ|ⲥⲩⲛⲁⲅⲱⲅⲏ
ⲅⲁⲣ	ⲅⲁⲣ
ⲉⲩⲁⲡⲉⲭⲉ	ⲉ|ⲩ|ⲁⲡⲉⲭⲉ
ⲛϩⲉⲛϣⲏⲣⲉ	ⲛ|ϩⲉⲛ|ϣⲏⲣⲉ
ϣⲏⲙ	ϣⲏⲙ
ⲉⲩⲥⲙⲁⲧⲁⲁⲁ	ⲉ|ⲩ|ⲥⲙⲁⲧⲁⲁⲁ
ϩⲣⲁⲓ	ϩⲣⲁⲓ
ⲛϩⲏⲧⲟⲩ	ⲛϩⲏⲧ|ⲟⲩ
ⲉⲩⲥⲟⲃⲧⲉ	ⲉ|ⲩ|ⲥⲟⲃⲧⲉ
ⲛⲁⲩ	ⲛⲁ|ⲩ
ⲙⲁⲩⲁⲁⲩ	ⲙⲁⲩⲁⲁ|ⲩ
ⲛⲟⲩⲟⲣⲅⲏ	ⲛ|ⲟⲩ|ⲟⲣⲅⲏ
ⲙⲛⲟⲩϭⲱⲛⲧ	ⲙⲛ|ⲟⲩ|ϭⲱⲛⲧ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ϩⲓⲧⲙⲡⲛⲟⲩⲧⲉ	ϩⲓⲧⲙ|ⲡ|ⲛⲟⲩⲧⲉ
·	·
ⲛϭⲓⲛⲉⲧⲟⲩϭⲁⲗⲱⲟⲩ	ⲛϭⲓ|ⲛ|ⲉⲧ|ⲟⲩ|ϭⲁⲗⲱⲟⲩ
ⲉⲣⲟⲟⲩ	ⲉⲣⲟ|ⲟⲩ
ϫⲉⲙⲡⲟⲩϯⲥⲃⲱ	ϫⲉ|ⲙⲡ|ⲟⲩ|ϯⲥⲃⲱ
ⲛⲁⲩ	ⲛⲁ|ⲩ
ⲉϩⲁⲣⲉϩ	ⲉ|ϩⲁⲣⲉϩ
ⲉⲣⲟⲟⲩ	ⲉⲣⲟ|ⲟⲩ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ϩⲛⲁⲅⲁⲑⲁⲣⲥⲓ	ϩⲛ|ⲁⲅⲁⲑⲁⲣⲥⲓ
ⲛⲓⲙ	ⲛⲓⲙ
ⲙⲛϩⲱⲃ	ⲙⲛ|ϩⲱⲃ
ⲛⲓⲙ	ⲛⲓⲙ
ⲉϥϩⲟⲟⲩ	ⲉ|ϥ|ϩⲟⲟⲩ
·	·
ⲉⲧⲃⲉⲡⲁⲓ	ⲉⲧⲃⲉ|ⲡⲁⲓ
ⲛϣⲉⲉⲣⲉ	ⲛ|ϣⲉⲉⲣⲉ
ϣⲏⲙ	ϣⲏⲙ
ⲉⲧⲛϩⲏⲧⲧⲏⲩⲧⲛ	ⲉⲧ|ⲛϩⲏⲧ|ⲧⲏⲩⲧⲛ
ϯⲥⲃⲱ	ϯⲥⲃⲱ
ⲛⲁⲩ	ⲛⲁ|ⲩ
·	·
ⲉⲧⲣⲉⲩϩⲁⲣⲉϩ	ⲉ|ⲧⲣⲉ|ⲩ|ϩⲁⲣⲉϩ
ⲉⲛⲉⲩⲥⲱⲙⲁ	ⲉ|ⲛⲉⲩ|ⲥⲱⲙⲁ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ϩⲛⲧⲱⲗⲙ	ϩⲛ|ⲧⲱⲗⲙ
ⲛⲓⲙ	ⲛⲓⲙ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲉⲧⲣⲉⲩⲣϫⲟⲉⲓⲥ	ⲉ|ⲧⲣⲉ|ⲩ|ⲣϫⲟⲉⲓⲥ
ⲉⲛⲉⲩⲗⲁⲥ	ⲉ|ⲛⲉⲩ|ⲗⲁⲥ
ⲉⲧⲙⲧⲣⲉⲩⲙⲟⲟϣⲉ	ⲉ|ⲧⲙ|ⲧⲣⲉ|ⲩ|ⲙⲟⲟϣⲉ
ϩⲛϩⲉⲛϫⲏⲣ	ϩⲛ|ϩⲉⲛ|ϫⲏⲣ
.	.
ⲙⲛϩⲉⲛⲥⲱⲃⲉ	ⲙⲛ|ϩⲉⲛ|ⲥⲱⲃⲉ
.	.
ⲙⲛϩⲉⲛⲃⲱⲗ	ⲙⲛ|ϩⲉⲛ|ⲃⲱⲗ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
·	·
ⲙⲛϩⲉⲛⲙⲛⲧϩⲁϩ	ⲙⲛ|ϩⲉⲛ|ⲙⲛⲧϩⲁϩ
ⲛϣⲁϫⲉ	ⲛ|ϣⲁϫⲉ
·	·
ϩⲛϩⲉⲛⲙⲛⲧⲁⲣⲅⲟⲥ	ϩⲛ|ϩⲉⲛ|ⲙⲛⲧⲁⲣⲅⲟⲥ
ϩⲉⲛⲛⲟϭ	ϩⲉⲛ|ⲛⲟϭ
ⲛⲥϩⲓⲙⲉ	ⲛ|ⲥϩⲓⲙⲉ
ϩⲁⲧⲛⲧⲏⲩⲧⲛ	ϩⲁⲧⲛ|ⲧⲏⲩⲧⲛ
·	·
ⲏ	ⲏ
ϩⲉⲛϣⲉⲉⲣⲉ	ϩⲉⲛ|ϣⲉⲉⲣⲉ
ϣⲏⲙ	ϣⲏⲙ
ⲉⲁⲩⲣⲛⲟϭ	ⲉ|ⲁ|ⲩ|ⲣⲛⲟϭ
ⲉⲩⲟ	ⲉ|ⲩ|ⲟ
ⲛⲁⲧⲥⲱⲧⲙ	ⲛ|ⲁⲧⲥⲱⲧⲙ
ⲛⲥⲁⲛⲉⲧϯⲥⲃⲱ	ⲛⲥⲁ|ⲛ|ⲉⲧ|ϯⲥⲃⲱ
ⲛⲁⲩ	ⲛⲁ|ⲩ
ⲕⲁⲧⲁⲧⲉⲛⲧⲟⲗⲏ	ⲕⲁⲧⲁ|ⲧ|ⲉⲛⲧⲟⲗⲏ
ⲉⲩⲟⲩⲱϩ	ⲉ|ⲩ|ⲟⲩⲱϩⲙ
ⲉϩⲟⲩⲛ	ⲉϩⲟⲩⲛ
ⲉϩⲣⲛⲛⲉⲩⲉⲓⲟⲧⲉ	ⲉϩⲣⲛ|ⲛⲉⲩ|ⲉⲓⲟⲧⲉ
ϩⲁⲧⲛⲧⲏⲩⲧⲛ	ϩⲁⲧⲛ|ⲧⲏⲩⲧⲛ
ⲧⲛⲛⲟⲟⲩ	ⲧⲛⲛⲟⲟⲩ
ⲛⲁⲛ	ⲛⲁ|ⲛ
ⲉⲧⲃⲏⲏⲧⲟⲩ	ⲉⲧⲃⲏⲏⲧ|ⲟⲩ
ⲁⲩⲱ	ⲁⲩⲱ
ⲁⲛⲟⲕ	ⲁⲛⲟⲕ
ⲡⲉⲧⲛⲁⲣⲱϣⲉ	ⲡ|ⲉⲧ|ⲛⲁ|ⲣⲱϣⲉ
ⲉⲣⲟⲟⲩ	ⲉⲣⲟ|ⲟⲩ
ⲉⲧⲣⲁϯⲧⲱⲛ	ⲉ|ⲧⲣ|ⲁ|ϯⲧⲱⲛ
ⲟⲩⲃⲉ	ⲟⲩⲃⲉ
ⲧⲙⲛⲧⲁⲧⲥⲱⲧⲙ	ⲧ|ⲙⲛⲧⲁⲧⲥⲱⲧⲙ
ⲙⲛⲧϫⲁⲥⲓϩⲏⲧ	ⲙⲛ|ⲧ|ⲙⲛⲧϫⲁⲥⲓϩⲏⲧ
ⲉⲧϥϫⲟ	ⲉⲧ|ϥ|ϫⲟ
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ
ϩⲣⲁⲓ	ϩⲣⲁⲓ
ⲛϩⲏⲧⲟⲩ	ⲛϩⲏⲧ|ⲟⲩ
ⲛϭⲓⲡⲥⲁⲧⲁⲛⲁⲥ	ⲛϭⲓ|ⲡ|ⲥⲁⲧⲁⲛⲁⲥ
ⲕⲁⲧⲁⲧϩⲉ	ⲕⲁⲧⲁ|ⲧ|ϩⲉ
ⲉⲧⲥⲏϩ	ⲉⲧ|ⲥⲏϩ
ϫⲉⲉⲛⲥⲃⲧⲱⲧ	ϫⲉ|ⲉ|ⲛ|ⲥⲃⲧⲱⲧ
ⲉϫⲓ	ⲉ|ϫⲓ
ⲙ	ⲙ
ⲛⲉⲕⲃⲁ	ⲛⲉ|ⲕⲃⲁ
ⲙⲙⲛⲧⲁⲧⲥⲱⲧⲙ	ⲙ|ⲙⲛⲧⲁⲧⲥⲱⲧⲙ
ⲛⲓⲙ	ⲛⲓⲙ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ϫⲓⲥⲉ	ϫⲓⲥⲉ
ⲛⲓⲙ	ⲛⲓⲙ
ⲉⲧⲧⲱⲟⲩⲛ	ⲉⲧ|ⲧⲱⲟⲩⲛ
ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ
ⲉϫⲙⲡⲥⲟⲟⲩⲛ	ⲉϫⲙ|ⲡ|ⲥⲟⲟⲩⲛ
ⲙⲡⲛⲟⲩⲧⲉ	ⲙ|ⲡ|ⲛⲟⲩⲧⲉ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲉϣⲱⲡⲉ	ⲉϣⲱⲡⲉ
ⲉⲧⲉⲧⲛⲧⲙⲧⲛⲛⲟⲟⲩ	ⲉ|ⲧⲉⲧⲛ|ⲧⲙ|ⲧⲛⲛⲟⲟⲩ
ⲛⲁⲛ	ⲛⲁ|ⲛ
ⲉⲧⲃⲏⲏⲧⲟⲩ	ⲉⲧⲃⲏⲏⲧ|ⲟⲩ
ⲉⲓⲙⲉ	ⲉⲓⲙⲉ
ϫⲉⲉⲧⲉⲧⲛⲣⲛⲟⲃⲉ	ϫⲉ|ⲉ|ⲧⲉⲧⲛ|ⲣⲛⲟⲃⲉ
ⲉⲡⲉⲛⲧⲁϥ	ⲉ|ⲡ|ⲉⲛⲧ|ⲁ|ϥ
ⲧⲁⲙⲓⲱⲧⲛ	ⲧⲁⲙⲓⲱ|ⲧⲛ
ⲟⲩⲛ	ⲟⲩⲛ
ⲟⲩⲙⲛⲧⲛⲟⲩⲧⲉ	ⲟⲩ|ⲙⲛⲧⲛⲟⲩⲧⲉ
ϣⲟⲟⲡ	ϣⲟⲟⲡ
ⲛⲛⲁϩⲣⲛⲛⲣⲱⲙⲉ	ⲛⲛⲁϩⲣⲛ|ⲛ|ⲣⲱⲙⲉ
ⲉⲟⲩⲙⲛⲧⲁⲧⲛⲟⲩⲧⲉ	ⲉ|ⲟⲩ|ⲙⲛⲧⲁⲧⲛⲟⲩⲧⲉ
ⲧⲉ	ⲧⲉ
ⲛⲛⲁϩⲣⲙⲡⲛⲟⲩⲧⲉ	ⲛⲛⲁϩⲣⲙ|ⲡ|ⲛⲟⲩⲧⲉ
ⲉⲧⲉⲧⲁⲓ	ⲉⲧⲉ|ⲧⲁⲓ
ⲧⲉ	ⲧⲉ
·	·
ϩⲉⲛⲣⲱⲙⲉ	ϩⲉⲛ|ⲣⲱⲙⲉ
ⲉⲩϩⲱⲃⲥ	ⲉ|ⲩ|ϩⲱⲃⲥ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲉϫⲛⲛⲛⲟⲃⲉ	ⲉϫⲛ|ⲛ|ⲛⲟⲃⲉ
ⲛⲛⲉⲩⲉⲣⲏⲩ	ⲛ|ⲛⲉⲩ|ⲉⲣⲏⲩ
·	·
ⲉⲙⲛⲟⲩⲁϯⲥⲃⲱ	ⲉ|ⲙⲛ|ⲟⲩⲁ|ϯⲥⲃⲱ
ⲛⲟⲩⲁ	ⲛ|ⲟⲩⲁ
ⲙⲙⲟⲟⲩ	ⲙⲙⲟ|ⲟⲩ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲙⲙⲛⲟⲩⲁ	ⲙⲙⲛ|ⲟⲩⲁ
ⲛϩⲏⲧⲟⲩ	ⲛϩⲏⲧ|ⲟⲩ
ϫⲡⲓⲟ	ϫⲡⲓⲟ
ⲙⲛⲉⲧϩⲓⲧⲟⲩⲱϥ	ⲙ|ⲛ|ⲉⲧ|ϩⲓⲧⲟⲩⲱ|ϥ
·	·
ϫⲉⲕⲁⲥ	ϫⲉⲕⲁⲥ
ϩⲱⲱϥ	ϩⲱⲱ|ϥ
ⲉⲛⲛⲉϥϫⲡⲓⲟϥ	ⲉ|ⲛⲛⲉ|ϥ|ϫⲡⲓⲟ|ϥ
ⲉⲩϫⲱ	ⲉ|ⲩ|ϫⲱ
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ
ϫⲉⲟⲩⲙⲛⲧⲛⲟⲩⲧⲉ	ϫⲉ|ⲟⲩ|ⲙⲛⲧⲛⲟⲩⲧⲉ
ⲧⲉ	ⲧⲉ
·	·
ⲉⲩⲙⲛⲧⲁⲧⲛⲟⲩⲧⲉ	ⲉ|ⲩ|ⲙⲛⲧⲁⲧⲛⲟⲩⲧⲉ
ⲧⲉ	ⲧⲉ
·	·
ϫⲉⲥⲉⲁⲛⲉⲭⲉ	ϫⲉ|ⲥⲉ|ⲁⲛⲉⲭⲉ
ⲙⲡⲉⲧⲡⲁⲣⲁⲃⲁ	ⲙ|ⲡ|ⲉⲧ|ⲡⲁⲣⲁⲃⲁ
ϩⲣⲁⲓ	ϩⲣⲁⲓ
ϩⲛⲛⲉϥϩⲃⲏⲩⲉ	ϩⲛ|ⲛⲉϥ|ϩⲃⲏⲩⲉ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
ⲉⲧϩⲟⲟⲩ	ⲉⲧ|ϩⲟⲟⲩ
·	·
ⲉⲧⲃⲉ	ⲉⲧⲃⲉ
ϫⲉⲁϥⲑⲃⲃⲓⲟϥ	ϫⲉ|ⲁ|ϥ|ⲑⲃⲃⲓⲟ|ϥ
ⲛⲁⲩ	ⲛⲁ|ⲩ
ⲉⲧⲣⲉⲩⲕⲁⲁϥ	ⲉ|ⲧⲣⲉ|ⲩ|ⲕⲁⲁ|ϥ
ϩⲙⲡⲟⲩⲱϣ	ϩⲙ|ⲡ|ⲟⲩⲱϣ
ⲛⲧⲉⲛⲉϥϩⲏⲧ	ⲛⲧⲉ|ⲛⲉϥ|ϩⲏⲧ
ⲉⲧϩⲟⲟⲩ	ⲉⲧ|ϩⲟⲟⲩ
·	·
ⲉⲩϫⲱ	ⲉ|ⲩ|ϫⲱ
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ
ϫⲉⲟⲩϩⲁⲣϣϩⲏⲧ	ϫⲉ|ⲟⲩ|ϩⲁⲣϣϩⲏⲧ
ⲡⲉ	ⲡⲉ
ⲡⲛⲟⲩⲧⲉ	ⲡ|ⲛⲟⲩⲧⲉ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲙⲉϥϭⲱⲛⲧ	ⲙⲉ|ϥ|ϭⲱⲛⲧ
ⲉⲛⲉⲧⲣⲛⲟⲃⲉ	ⲉ|ⲛ|ⲉⲧ|ⲣⲛⲟⲃⲉ
·	·
ⲉⲩⲥⲱⲕ	ⲉ|ⲩ|ⲥⲱⲕ
ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ
ⲉϫⲱⲟⲩ	ⲉϫⲱ|ⲟⲩ
ⲛⲙⲙⲁⲩ	ⲛⲙⲙⲁ|ⲩ
ⲛⲟⲩⲧⲁⲕⲟ	ⲛ|ⲟⲩ|ⲧⲁⲕⲟ
ϩⲓⲟⲩⲥⲟⲛ	ϩⲓ|ⲟⲩ|ⲥⲟⲛ
ⲛⲧϩⲉ	ⲛ|ⲧ|ϩⲉ
ⲛⲡⲁⲓ	ⲛ|ⲡⲁⲓ
ⲉⲛⲧⲁⲡⲛⲟⲩⲧⲉ	ⲉⲛⲧ|ⲁ|ⲡ|ⲛⲟⲩⲧⲉ
ⲉⲓⲛⲉ	ⲉⲓⲛⲉ
ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ
ⲉϫⲱⲟⲩ	ⲉϫⲱ|ⲟⲩ
ⲛⲟⲩⲕⲁⲧⲁⲕⲗⲩⲥⲙⲟⲥ	ⲛ|ⲟⲩ|ⲕⲁⲧⲁⲕⲗⲩⲥⲙⲟⲥ
ⲙⲙⲟⲟⲩ	ⲙⲙⲟ|ⲟⲩ
ⲉⲛⲁϣⲱϥ	ⲉ|ⲛⲁϣⲱ|ϥ
·	·
ⲉⲧⲃⲉ	ⲉⲧⲃⲉ
ϫⲉⲁϥϭⲱⲛⲧ	ϫⲉ|ⲁ|ϥ|ϭⲱⲛⲧ
ⲉⲣⲟⲟⲩ	ⲉⲣⲟ|ⲟⲩ
ⲉⲙⲁⲧⲉ	ⲉⲙⲁⲧⲉ
ϩⲛⲟⲩⲛⲟϭ	ϩⲛ|ⲟⲩ|ⲛⲟϭ
ⲛⲟⲣⲅⲏ	ⲛ|ⲟⲣⲅⲏ
·	·
